id,nome,genero,idioma,cartao_credito,bandeira_cartao,limite,data_validade
668,Wells Edward,Male,Papiamento,5048373278789890,mastercard,4808,5/20/2024
669,Angelina Menhci,Female,Assamese,5108755045914479,mastercard,9707,4/23/2025
670,Hobey O'Brogan,Male,Romanian,5048371689233318,mastercard,450,1/14/2025
671,Godfrey Overell,Male,German,5048378559703965,mastercard,3799,10/18/2027
672,Benoit Dunrige,Male,Zulu,5108759770610351,mastercard,1258,11/1/2024
673,Malissa Petkov,Female,Kashmiri,5048370338053333,mastercard,6646,12/6/2025
674,Helena Redler,Female,Finnish,5108755881535545,mastercard,2396,5/14/2026
675,Rodrick Pieterick,Male,Latvian,5048370533831269,mastercard,1555,3/28/2025
676,Pascale Tenby,Male,Gujarati,5108758449408346,mastercard,9290,9/30/2027
677,Alex Rowley,Female,Croatian,5108752047230657,mastercard,9961,7/18/2030
678,Earle Jeacocke,Male,Dzongkha,5108753345515716,mastercard,1656,11/15/2025
679,Wait Dullard,Male,Spanish,5048378731295922,mastercard,3957,7/28/2028
680,Patience McConaghy,Female,Fijian,5048370099577330,mastercard,1006,9/7/2028
681,Hali Joppich,Female,Latvian,5048374441575331,mastercard,2239,7/26/2028
682,Kane Grahlman,Male,Filipino,5108756003365225,mastercard,7431,10/30/2023
683,Marcille Stolli,Bigender,Khmer,5048377709887421,mastercard,8552,11/6/2024
684,Milissent Castelletto,Genderfluid,Persian,5108757520537593,mastercard,9235,3/6/2025
685,Johnathan Remer,Male,Guaraní,5048371778968808,mastercard,9325,10/28/2029
686,Glenn Seawell,Male,Croatian,5108753308868912,mastercard,2262,9/25/2024
687,Waiter Mulhall,Male,Zulu,5048374004149177,mastercard,545,7/28/2027
688,Madel Fissenden,Agender,Italian,5108752687558813,mastercard,229,5/2/2030
689,Ola Matias,Female,Bengali,5048378463779408,mastercard,1608,11/2/2023
690,Aharon Gaye,Male,Gujarati,5048375341400546,mastercard,1584,4/28/2024
691,Dwayne Carlyon,Male,Pashto,5108758477304987,mastercard,9700,3/7/2028
692,Codie Garnsworthy,Female,Ndebele,5048370867355182,mastercard,755,9/29/2027
693,Emelen Missen,Male,Fijian,5048378373121170,mastercard,2391,1/4/2024
694,Elie O'Keefe,Female,Arabic,5108754851017832,mastercard,9490,6/13/2024
695,Prentiss Wilsee,Male,Māori,5108750083844720,mastercard,2810,10/2/2029
696,Tybi Styan,Female,Tajik,5048373701917399,mastercard,1172,3/2/2028
697,Emmet Germon,Male,Dari,5048370612859959,mastercard,4907,11/14/2027
698,Tris Brian,Male,Dhivehi,5108758718434213,mastercard,2863,11/10/2030
699,Gennie Reditt,Female,Montenegrin,5108757613395339,mastercard,9439,7/29/2029
700,Kristyn Bewshea,Female,Tsonga,5048379035598771,mastercard,4241,12/15/2029
701,Kimberlyn Weson,Female,Hindi,5108758327292119,mastercard,6685,12/22/2023
702,Arlyn Amyes,Female,English,5108753630979544,mastercard,4713,4/15/2029
703,Laural Louch,Female,Estonian,5048379886433102,mastercard,9923,11/22/2028
704,Cletus Hof,Male,Thai,5048379526963880,mastercard,3071,5/5/2026
705,Rex Crosetti,Male,Hiri Motu,5048378580574708,mastercard,3271,3/12/2025
706,Shermy Lempke,Male,Marathi,5048374721176594,mastercard,9991,6/4/2027
707,Davon Fanthome,Male,Assamese,5108754368120590,mastercard,9252,11/17/2029
708,Wallis Mallam,Agender,Portuguese,5108753816956738,mastercard,853,12/23/2028
709,Debby Dachey,Female,Korean,5108757101153190,mastercard,7914,5/15/2028
710,Manuel Thackwray,Male,Indonesian,5048374668032032,mastercard,1029,2/15/2029
711,Palm Wingate,Male,Moldovan,5048375783666893,mastercard,3599,4/2/2028
712,Drusilla Kira,Female,Bosnian,5108754595864473,mastercard,8500,2/4/2026
713,Viviyan Pennazzi,Female,Somali,5048373597045537,mastercard,9242,10/15/2023
714,Dyana Booij,Female,Armenian,5108755655802709,mastercard,1691,1/25/2024
715,Tiffie MacTrusty,Female,Khmer,5048377478643989,mastercard,8489,1/27/2027
716,Padraic Simmig,Male,Spanish,5048379105053343,mastercard,6041,12/29/2025
717,Burk Mulbry,Male,Armenian,5048377648044159,mastercard,1352,10/2/2024
718,Pincas Fareweather,Male,Japanese,5048375732976377,mastercard,6976,3/4/2024
719,Boone MacConnal,Male,Montenegrin,5108756866764118,mastercard,9448,2/18/2030
720,Alberik Shingfield,Male,Icelandic,5108755901610880,mastercard,2104,4/11/2024
721,Griselda Abramow,Non-binary,Dari,5108752455381091,mastercard,2688,6/11/2024
722,Demetris Plampeyn,Male,Tok Pisin,5048376686568004,mastercard,1398,5/25/2024
723,Kelci Esparza,Female,Kyrgyz,5108753952028243,mastercard,5206,9/9/2026
724,Anselm Laughnan,Male,Indonesian,5108751570631539,mastercard,1681,6/2/2029
725,Glenine Livingstone,Genderfluid,Afrikaans,5108754611529332,mastercard,6774,10/14/2026
726,Kathi Barsam,Female,Sotho,5108758156094594,mastercard,3219,4/4/2029
727,Immanuel Satch,Male,Haitian Creole,5108755232274232,mastercard,1286,11/19/2026
728,Madison Gravenor,Male,Papiamento,5108755623603866,mastercard,2635,4/11/2030
729,Donnie O'Hollegan,Male,Swati,5108759133045964,mastercard,1709,11/10/2030
730,Travers Bentjens,Male,French,5108751592256455,mastercard,9651,10/22/2028
731,Skell Winsor,Male,Korean,5048371835613876,mastercard,877,5/12/2027
732,Gerti Miners,Female,Tetum,5048370131141780,mastercard,4194,1/24/2026
733,Gerardo Dugan,Male,Kyrgyz,5048375597461754,mastercard,1457,3/16/2029
734,Brandais Covey,Bigender,Greek,5108754808053401,mastercard,7562,7/14/2028
735,Benedikta Eades,Female,Bengali,5108750143407419,mastercard,2610,2/6/2029
736,Andriana Rohan,Female,Japanese,5048374696371469,mastercard,4583,12/31/2027
737,Vonnie Siemianowicz,Female,Greek,5048376981214007,mastercard,4056,12/9/2028
738,Lorraine Hynes,Female,Lithuanian,5048370816501662,mastercard,6604,12/11/2030
739,Walker Volke,Male,Latvian,5108757815123117,mastercard,2007,8/7/2029
740,Giuseppe Dyer,Male,Dutch,5108754001434317,mastercard,272,9/19/2024
741,Giuditta Cino,Female,Bosnian,5048372261439422,mastercard,4227,3/28/2030
742,Jan Wicklen,Female,Albanian,5108756106486142,mastercard,3333,12/10/2027
743,Morgan Brickdale,Female,Italian,5048372436025734,mastercard,7467,1/6/2024
744,Wally Marling,Male,Afrikaans,5048379009335275,mastercard,3548,9/19/2024
745,Laurie Gowthrop,Polygender,Hiri Motu,5108758602447099,mastercard,9450,10/4/2025
746,Abram Sambell,Male,Hungarian,5108752622440317,mastercard,1443,12/27/2028
747,Coleman Winfred,Bigender,Kyrgyz,5048373724942770,mastercard,9615,11/21/2027
748,Silas Hampshaw,Male,French,5048377616214982,mastercard,4346,2/10/2029
749,Daniela Blackden,Female,Portuguese,5048373709876399,mastercard,8115,7/10/2030
750,Bernarr Minchinden,Male,Indonesian,5108753519781466,mastercard,2651,8/26/2024
751,Derward Fenge,Male,Spanish,5048376683751132,mastercard,3293,10/31/2028
752,Ricki Beazleigh,Male,Tsonga,5048372243240542,mastercard,216,11/10/2023
753,Moina Audritt,Female,Croatian,5108758820111733,mastercard,606,4/24/2024
754,Mora Gallehock,Female,Dhivehi,5108756043080214,mastercard,1244,2/7/2029
755,Emmie Veel,Female,German,5048373073268009,mastercard,1784,8/9/2027
756,Torie Crevy,Female,English,5108755084625721,mastercard,9931,4/24/2025
757,Dorothee Lanchbury,Female,Kyrgyz,5048371064852054,mastercard,5430,2/7/2025
758,Meyer Rapier,Male,Kurdish,5108755463345305,mastercard,8786,12/6/2029
759,Kimberlee Castangia,Female,Luxembourgish,5048373278021419,mastercard,3744,3/4/2028
760,Sena Tomkies,Female,Malagasy,5108757814175613,mastercard,4571,10/1/2024
761,Eryn Sybbe,Female,Gagauz,5048376639660353,mastercard,4124,3/14/2024
762,Daffi Baise,Female,Swahili,5048378972878857,mastercard,9367,12/15/2026
763,Ebba MacConneely,Female,Somali,5048378747765470,mastercard,2060,10/2/2024
764,Helaine Keppy,Female,Dutch,5048370956243836,mastercard,8737,11/27/2025
765,Artemis Cleator,Male,Montenegrin,5048375836723667,mastercard,9959,7/27/2028
766,Richardo Schuh,Male,Luxembourgish,5048376620659158,mastercard,7470,6/30/2026
767,Devondra Pattingson,Polygender,Yiddish,5108754704269093,mastercard,2868,2/13/2027
768,Kirbie Tabord,Female,Hungarian,5048371420414169,mastercard,3479,5/31/2027
769,Lamond Showte,Male,Icelandic,5108752784831477,mastercard,9103,3/31/2027
770,Inger Maccree,Male,Maltese,5108757747693005,mastercard,6873,9/12/2024
771,Blondy Ebdin,Female,Hungarian,5108752936332184,mastercard,9862,4/13/2028
772,Zackariah Milne,Male,Sotho,5048378499747452,mastercard,2252,4/8/2029
773,Aron Annes,Male,Nepali,5048374158148843,mastercard,3507,11/12/2026
774,Ignacio Waldrum,Male,Tetum,5108756073743830,mastercard,6074,6/5/2029
775,Saidee Combe,Genderqueer,Polish,5108757461395357,mastercard,2679,12/2/2029
776,Xena Vale,Non-binary,Gagauz,5108752691534230,mastercard,7331,6/13/2030
777,Alexi Skoughman,Female,Finnish,5108757665700469,mastercard,2758,6/8/2027
778,Alvira Wheble,Female,West Frisian,5108755954949318,mastercard,342,3/10/2027
779,Kim Toolin,Male,Dzongkha,5048379262122584,mastercard,1053,4/9/2024
780,Meghan Gerriessen,Female,Tok Pisin,5108756447172336,mastercard,2416,1/26/2025
781,Fleur Graver,Female,Sotho,5048379142078493,mastercard,7617,10/11/2024
782,Josiah Espinoza,Male,Gagauz,5048376114019448,mastercard,2152,7/17/2030
783,Shandeigh Golborn,Female,Dzongkha,5108754181932346,mastercard,8347,11/15/2030
784,Leonhard Clash,Male,Filipino,5108753890830502,mastercard,1429,2/23/2029
785,Sara Onions,Female,Haitian Creole,5048374656294495,mastercard,7568,6/16/2025
786,Gage Cruden,Male,Chinese,5048374991462245,mastercard,6495,8/3/2029
787,Sibby Venart,Bigender,Swedish,5108752209702600,mastercard,8090,7/9/2030
788,Byram Rusk,Male,Irish Gaelic,5048371011481114,mastercard,4481,2/4/2024
789,Adolphe Boyes,Male,Dhivehi,5108753178867242,mastercard,2717,10/6/2026
790,Aileen Biesty,Female,Polish,5048379630116573,mastercard,668,11/6/2030
791,Haily Soffe,Male,Tamil,5048373257271878,mastercard,9631,12/25/2023
792,Jacinthe Gonzalo,Female,Dzongkha,5108759887743517,mastercard,2012,6/27/2024
793,Benny Vanyakin,Male,Amharic,5048374650644513,mastercard,8985,5/17/2030
794,Gaylene Hair,Female,Greek,5048371159932852,mastercard,7295,2/24/2024
795,Jennilee Lynes,Bigender,Albanian,5048370333464006,mastercard,1548,8/30/2025
796,Clarinda Gilliat,Female,Georgian,5108757601470144,mastercard,1099,7/31/2029
797,Blair Tsarovic,Female,Telugu,5108751759237033,mastercard,8353,2/11/2029
798,Dex Schutze,Male,Somali,5048378695094972,mastercard,4500,12/29/2025
799,Farris Sentinella,Male,Tetum,5048378545674080,mastercard,8239,6/8/2025
800,Billie Baldi,Male,Arabic,5108757098756666,mastercard,235,9/11/2027
801,Laurel Biskupski,Female,Swedish,5108759721087246,mastercard,8006,11/2/2029
802,Thedrick Dobble,Male,Croatian,5048374729512709,mastercard,7387,4/22/2025
803,Willyt Hallgalley,Female,Zulu,5048376069022819,mastercard,5774,2/18/2030
804,Luca Goby,Male,Bulgarian,5108758582355361,mastercard,868,8/14/2024
805,Alwin Heggadon,Male,Persian,5048372867075224,mastercard,4867,3/27/2030
806,Barrett Wadly,Agender,Papiamento,5048373445160660,mastercard,3189,7/18/2030
807,Conny Rowberry,Female,Zulu,5108750106743578,mastercard,7470,3/19/2028
808,Allan Ancell,Genderqueer,Hiri Motu,5048370134480904,mastercard,7204,9/10/2026
809,Floris Paff,Female,Portuguese,5048371840788275,mastercard,5531,4/19/2030
810,Rooney Byrd,Male,German,5108757852255434,mastercard,4559,5/7/2025
811,Genvieve Tripney,Female,Marathi,5048378962614627,mastercard,5330,5/13/2025
812,Tyson Hardeman,Male,Sotho,5048373712521644,mastercard,2978,3/11/2026
813,Yetty O'Corr,Non-binary,Hungarian,5048372290138805,mastercard,9173,6/15/2024
814,Maxi Quig,Genderfluid,Bosnian,5048378040006028,mastercard,6365,10/25/2028
815,Karissa Triggel,Female,Tok Pisin,5048379380215724,mastercard,4422,4/12/2024
816,Cammi Thorneywork,Female,Portuguese,5048374836462459,mastercard,5092,9/30/2025
817,Muffin Broyd,Male,Somali,5048379201600773,mastercard,4606,6/15/2027
818,Francis Warn,Bigender,Sotho,5048376147205857,mastercard,9525,1/23/2030
819,Nev Stilliard,Male,Assamese,5108750964738066,mastercard,138,12/27/2023
820,Ingrid Gecke,Polygender,Spanish,5108756993513321,mastercard,4379,9/26/2025
821,Raoul Larby,Male,German,5048371478542481,mastercard,9258,2/6/2026
822,Janene MacTerlagh,Female,Kannada,5048377617546101,mastercard,8231,3/28/2025
823,Deidre Tabbernor,Genderfluid,German,5108752702289949,mastercard,1431,10/23/2030
824,Quincy Workman,Male,Zulu,5048370744650490,mastercard,6451,5/24/2028
825,Robbie De Micoli,Female,Hiri Motu,5108750191485465,mastercard,7799,4/5/2028
826,Dino Ruckhard,Male,Kashmiri,5108753461729919,mastercard,4634,6/16/2025
827,Marti Defond,Female,Oriya,5108750026001362,mastercard,4735,10/5/2029
828,Garald Isham,Male,Gagauz,5048375819723817,mastercard,829,10/2/2026
829,Frannie Alsina,Male,Danish,5108752090472685,mastercard,2309,6/22/2028
830,Bowie Meadus,Agender,Armenian,5108756169529549,mastercard,3006,7/8/2025
831,Clark Cregg,Male,Assamese,5048372383764905,mastercard,5020,7/7/2024
832,Crosby Natalie,Male,Tamil,5108755781295554,mastercard,3881,2/5/2025
833,Ali Bayston,Male,Maltese,5048373054385863,mastercard,1560,2/16/2028
834,Novelia Seak,Female,Tajik,5108752950599932,mastercard,2856,4/2/2027
835,Duke Kenwood,Male,Maltese,5048374932163480,mastercard,8993,9/12/2026
836,Teddy Janaszewski,Female,Croatian,5108754076409145,mastercard,2921,6/30/2024
837,Geordie Brislan,Male,Icelandic,5048373177163023,mastercard,1051,7/1/2028
838,Lion Caldecourt,Male,Aymara,5048372309545651,mastercard,9137,5/4/2028
839,Misti Belvin,Female,Montenegrin,5048379803377382,mastercard,9705,5/1/2025
840,Rickie Boice,Male,Hebrew,5108753818943734,mastercard,8791,1/10/2026
841,Janna Worcester,Female,Amharic,5048374516969229,mastercard,9235,11/28/2023
842,Neill Coathup,Male,Northern Sotho,5108756910607099,mastercard,3066,11/29/2030
843,Gene Saura,Female,Oriya,5048370318382777,mastercard,8400,11/18/2023
844,Clive Degoey,Male,French,5108757456717011,mastercard,2921,2/28/2027
845,Bartolemo Capini,Male,Azeri,5048371911991113,mastercard,2919,12/24/2024
846,Warde De Domenico,Genderfluid,Armenian,5048370269823613,mastercard,3452,8/13/2027
847,Rebeca Yankov,Female,Macedonian,5108759469739537,mastercard,318,12/11/2026
848,Deeann Brou,Female,Yiddish,5048374952553016,mastercard,9451,9/21/2030
849,Diannne Lomaz,Female,Dari,5108757282884142,mastercard,454,8/8/2029
850,Nessa Raine,Polygender,Northern Sotho,5048374525529758,mastercard,3064,9/2/2027
851,Elwyn Carletti,Male,Albanian,5048378280642383,mastercard,3787,10/29/2024
852,Dasha Donnelly,Female,Gagauz,5048377394236553,mastercard,9129,2/9/2025
853,Maynord Kedslie,Male,Filipino,5048378655767724,mastercard,8223,8/19/2029
854,Tina Mayte,Female,West Frisian,5108758394489879,mastercard,1706,10/31/2024
855,Cesare Bohea,Male,Czech,5048376891842913,mastercard,1694,6/22/2024
856,Mellie Vango,Female,Belarusian,5048372549312417,mastercard,6263,10/23/2024
857,Nickie Bails,Male,Bosnian,5108758224913718,mastercard,3690,9/6/2026
858,Bertine Elldred,Female,New Zealand Sign Language,5108759749655214,mastercard,680,11/23/2029
859,Deny Choffin,Female,Maltese,5108751211740830,mastercard,6507,8/25/2026
860,Alisha Setterthwait,Female,Norwegian,5048373229043272,mastercard,2811,1/2/2027
861,Erma Caselick,Non-binary,Lao,5108759319749462,mastercard,1083,9/10/2026
862,Jarrad Jorden,Male,Hiri Motu,5108753914302520,mastercard,4525,1/29/2026
863,Carlee Philipet,Female,Czech,5108752900640760,mastercard,9860,8/10/2027
864,Dilan Arpur,Male,Gujarati,5048372731027252,mastercard,7330,1/17/2027
865,Jessie Gunbie,Male,Irish Gaelic,5108752376295958,mastercard,5641,4/22/2026
866,Dalton Jahnig,Male,Polish,5048373967986609,mastercard,6254,11/14/2030
867,Hill Steanyng,Male,Kazakh,5048370218032571,mastercard,9764,11/1/2023
868,Brunhilde Powers,Female,Lithuanian,5108750097584163,mastercard,6984,6/18/2028
869,Donal Poizer,Male,Papiamento,5108757538685525,mastercard,7072,1/8/2024
870,Sarah Struan,Female,Arabic,5108759516280212,mastercard,1592,3/5/2030
871,Rutledge Tournay,Male,Haitian Creole,5108757451943323,mastercard,397,11/20/2028
872,Marrilee Kenchington,Female,Afrikaans,5108756078595284,mastercard,1233,12/1/2026
873,Christye Elgar,Female,Chinese,5048379270423602,mastercard,6788,3/2/2025
874,Nichole Orring,Male,Icelandic,5108755237218093,mastercard,9831,5/21/2027
875,Markus Crompton,Male,West Frisian,5048374909376370,mastercard,8567,2/14/2024
876,Inger Gregson,Female,Dutch,5048376273159209,mastercard,521,4/10/2028
877,Lana Warcop,Female,Bulgarian,5108751500623382,mastercard,7084,8/23/2029
878,Jacquetta Fallon,Female,Kyrgyz,5108753675048676,mastercard,1000,12/23/2027
879,Burnaby Graddell,Male,Swahili,5108754802491425,mastercard,9567,7/26/2030
880,Teador Towson,Male,Gagauz,5108751771663422,mastercard,1013,4/18/2028
881,Jemima Kinnier,Genderqueer,Haitian Creole,5048377831522565,mastercard,9277,9/23/2027
882,Valli Sturt,Female,Romanian,5108756986202890,mastercard,5351,7/5/2025
883,Reinaldos Sidnall,Male,Kurdish,5108756059784501,mastercard,5460,3/31/2027
884,Rob Lambertz,Male,Montenegrin,5048372462810686,mastercard,9236,5/2/2030
885,Abner Oglevie,Male,Greek,5108759746171819,mastercard,7503,9/14/2025
886,Tonie Bateup,Female,Bulgarian,5108759722884138,mastercard,4295,3/22/2025
887,Tobiah O'Mahoney,Male,Macedonian,5108754685386759,mastercard,9498,4/7/2026
888,Gabe Pilipets,Male,Luxembourgish,5048379761253591,mastercard,6616,9/9/2024
889,Karlie Bes,Female,Swedish,5048374070596996,mastercard,8067,12/31/2026
890,Maurene Christou,Non-binary,Tswana,5108757283150394,mastercard,1358,4/17/2028
891,Hercules Beharrell,Male,Hiri Motu,5108751346863150,mastercard,3432,4/20/2028
892,Pamelina Maynell,Female,Bengali,5048377321516069,mastercard,8044,11/9/2030
893,Kurtis Ettery,Male,Polish,5108752155107051,mastercard,3887,12/2/2026
894,Hadrian Rosiello,Male,Tetum,5048370975848953,mastercard,4284,6/3/2025
895,Valentina Jirusek,Genderqueer,Amharic,5048371162241457,mastercard,1911,10/1/2027
896,Rafferty Grigorushkin,Male,Hindi,5108753117491609,mastercard,4370,2/18/2024
897,Cassie Leek,Bigender,Kyrgyz,5048378024513403,mastercard,9220,1/24/2027
898,Garrard Revie,Male,Czech,5108752336328535,mastercard,1003,9/1/2026
899,Sallyann Coggon,Female,Romanian,5048371722430749,mastercard,4731,8/23/2024
900,Rozina Cubuzzi,Female,Bulgarian,5108759339425168,mastercard,1347,10/3/2026
901,Lishe Outibridge,Female,Arabic,5108750123651531,mastercard,133,6/6/2030
902,Lori Paudin,Agender,Tok Pisin,5108751761011764,mastercard,6376,7/19/2029
903,Grace Gimbrett,Male,Quechua,5048370373916881,mastercard,1117,6/9/2024
904,Edyth Rillatt,Female,Fijian,5108750393762604,mastercard,3035,11/12/2026
905,Kermy Malkinson,Male,Kannada,5048375244371844,mastercard,8177,10/26/2029
906,Gabbie Branno,Male,Amharic,5108757539989413,mastercard,5226,5/15/2028
907,Cointon Climo,Male,Irish Gaelic,5108750361622392,mastercard,1014,3/8/2025
908,Ninon Decreuze,Female,English,5048373900659396,mastercard,3320,11/11/2024
909,Zacherie Kneeshaw,Male,Zulu,5048371465432563,mastercard,1404,6/5/2027
910,Sascha Buckle,Male,Finnish,5048373863447953,mastercard,2135,2/5/2027
911,Octavius Josum,Male,Norwegian,5108758320388500,mastercard,9503,3/6/2024
912,Harper Zeplin,Male,Gagauz,5108752858658152,mastercard,5406,11/13/2027
913,Weston Balcers,Male,Romanian,5048375012845789,mastercard,8081,11/8/2026
914,Corrina Davis,Female,Quechua,5048372144884554,mastercard,8948,6/5/2025
915,Cyril Haglinton,Male,Telugu,5108751745584605,mastercard,907,4/5/2024
916,Camilla Poizer,Genderqueer,Aymara,5108753575232610,mastercard,7742,6/15/2027
917,Lorry Di Biagi,Male,Tok Pisin,5048371245137763,mastercard,7591,3/15/2030
918,Nerty Staten,Female,Albanian,5048379809266381,mastercard,4459,3/11/2029
919,Kari Labden,Female,Bislama,5108757958128410,mastercard,1696,3/10/2026
920,Aeriel Purcer,Female,Tetum,5048376693434653,mastercard,7544,2/9/2025
921,Ezra Barnett,Male,Swati,5108751540274154,mastercard,1528,9/16/2025
922,Irv Yurukhin,Male,Sotho,5108752155461284,mastercard,5585,1/24/2024
923,Ailey Dootson,Female,Catalan,5108754014577813,mastercard,4937,8/12/2026
924,Ermentrude Tatnell,Female,Persian,5048372984728333,mastercard,1173,5/13/2028
925,Washington Kingsnorth,Male,Hiri Motu,5108754358913764,mastercard,5379,11/6/2030
926,Jeniffer Wastall,Female,Armenian,5108756239427724,mastercard,1409,1/10/2026
927,Nathan Kikke,Male,Greek,5108759693832603,mastercard,8268,2/25/2026
928,Morgan Breem,Female,Czech,5108750695212381,mastercard,8961,8/27/2030
929,Egan Fahy,Male,Filipino,5048371148789413,mastercard,7737,6/20/2027
930,Eliza Dimitriades,Female,Latvian,5048376132068971,mastercard,7391,11/7/2027
931,Ingmar Sjollema,Male,Norwegian,5108754789393230,mastercard,4665,1/19/2027
932,Hy Bignall,Non-binary,Malayalam,5108751500770084,mastercard,6266,4/15/2026
933,Debee Anniwell,Female,Kyrgyz,5108751377045917,mastercard,6024,8/6/2028
934,Del Driscoll,Female,Dutch,5108758242776600,mastercard,2557,3/7/2030
935,Loria Dran,Female,Nepali,5048376424942370,mastercard,5708,9/15/2026
936,Cart Boundey,Male,Khmer,5048370819716341,mastercard,2873,9/5/2028
937,Montague Joiris,Male,Croatian,5048374618214797,mastercard,2884,12/5/2027
938,Granny Moral,Male,Marathi,5048375909474784,mastercard,5083,10/23/2027
939,Tasia Finessy,Female,Belarusian,5048379237213989,mastercard,2452,5/2/2026
940,Jamil Guyan,Male,Filipino,5048373960308918,mastercard,6621,7/12/2028
941,Jess Tofts,Male,Yiddish,5108752569628411,mastercard,9207,1/26/2028
942,Wayne Dubble,Male,German,5108756147614850,mastercard,4514,10/5/2030
943,Florida Buttler,Female,Dzongkha,5108759424997030,mastercard,443,5/30/2030
944,Saba Motte,Female,New Zealand Sign Language,5048378712994337,mastercard,1091,4/27/2029
945,Aurlie Grocutt,Female,Amharic,5108757999614162,mastercard,569,4/29/2026
946,Sisile Lamdin,Female,Japanese,5108759756830007,mastercard,7283,6/10/2030
947,Eve Print,Genderqueer,Dhivehi,5108758839412437,mastercard,4120,7/23/2030
948,Oona Gammill,Female,Moldovan,5048374222684641,mastercard,4130,6/20/2025
949,Sharity De Paoli,Female,Indonesian,5048372960232540,mastercard,2721,4/3/2027
950,Mohandas Prisk,Male,Punjabi,5108752388820280,mastercard,2860,11/7/2030
951,Morten MacShirrie,Male,Korean,5108753025433891,mastercard,836,2/13/2030
952,Amabelle Grahl,Female,Haitian Creole,5048372425519952,mastercard,116,3/4/2027
953,Nap Lamminam,Male,Burmese,5048376302628307,mastercard,5841,3/19/2026
954,Grace Rockwell,Female,Māori,5108757516049942,mastercard,6866,2/24/2024
955,Devland Brumen,Male,Māori,5108750997759428,mastercard,3978,6/28/2027
956,Nydia Nunan,Genderqueer,Montenegrin,5108758507509340,mastercard,9368,7/4/2030
957,Anastassia Rosiello,Female,Malay,5108757982527363,mastercard,6580,4/7/2024
958,Shepard Stannus,Male,Swati,5108758709631272,mastercard,360,2/11/2026
959,Emmalynn Shildrake,Female,Italian,5108753055674489,mastercard,2067,7/5/2029
960,Ara Calabry,Genderqueer,West Frisian,5108754055914800,mastercard,8234,11/29/2029
961,Baxter Trenchard,Male,Dari,5048373342950502,mastercard,6792,5/29/2028
962,Umeko Stoeck,Female,Kannada,5108755171749608,mastercard,4286,5/7/2025
963,Philippine Srawley,Female,Pashto,5108758357179269,mastercard,9623,3/20/2027
964,Constantine Kristof,Male,Croatian,5048376331726635,mastercard,3558,9/8/2025
965,Mariana Inett,Female,Latvian,5108754795207135,mastercard,5680,6/8/2026
966,Arliene How,Female,Catalan,5048370862657640,mastercard,714,8/12/2030
967,Tad Strephan,Male,Korean,5108752227023062,mastercard,1578,11/30/2024
968,Kev Wombwell,Male,Maltese,5108756955073926,mastercard,7890,5/17/2029
969,Nicola Hecks,Male,Indonesian,5108750358113207,mastercard,9220,7/17/2029
970,Casper Fishe,Male,Montenegrin,5048376664803753,mastercard,9739,6/15/2030
971,Humfrid Dunsire,Agender,Bulgarian,5048379444914411,mastercard,2978,8/25/2029
972,Romona Glas,Bigender,Tajik,5108752382569784,mastercard,2428,6/21/2027
973,Kienan Walmsley,Male,Northern Sotho,5048378231147870,mastercard,6429,2/20/2028
974,Esme Andrez,Male,Oriya,5108757391282097,mastercard,5908,7/27/2029
975,Charmian Primett,Female,Belarusian,5048373048885630,mastercard,887,4/27/2027
976,Fanchette Hubbucks,Female,Ndebele,5108752063326223,mastercard,8739,11/24/2026
977,Isa Seine,Male,Māori,5108756832626029,mastercard,5789,1/19/2026
978,Janeen Capel,Female,Azeri,5048379001826560,mastercard,1367,2/5/2026
979,Cassandra Crighton,Female,Nepali,5048372052470016,mastercard,6722,10/30/2027
980,Vivyan Guilloux,Female,Dhivehi,5108757686793659,mastercard,2330,2/5/2025
981,Reid Dutnall,Male,Zulu,5048378786860166,mastercard,574,11/5/2028
982,Elyse Crossfield,Female,Northern Sotho,5108751992001279,mastercard,5334,4/26/2028
983,Massimiliano Tollit,Male,Luxembourgish,5108752307712600,mastercard,9485,11/21/2024
984,Abigail Brandino,Female,Swahili,5108757344992636,mastercard,2075,5/12/2030
985,Mariska Doneld,Female,Yiddish,5108753337083525,mastercard,8025,9/16/2027
986,Frieda Cambridge,Female,Romanian,5048377493888908,mastercard,5840,4/3/2030
987,Stafani Jacob,Female,Northern Sotho,5108759696375063,mastercard,2266,8/6/2027
988,Ivar Mease,Male,Māori,5108757089042357,mastercard,2959,11/22/2028
989,Dusty Watts,Female,Maltese,5048374819898109,mastercard,2807,6/25/2030
990,Jock Itzkov,Male,Portuguese,5048379007516421,mastercard,3850,1/29/2025
991,Jeane Girkins,Female,Romanian,5048372384347163,mastercard,7588,9/17/2025
992,Dallis Tremeer,Male,Czech,5108754894911637,mastercard,5238,7/2/2026
993,Pattie Trinkwon,Male,Swedish,5108756636509918,mastercard,5631,5/22/2030
994,Alexandr Elliston,Male,Indonesian,5108754467593705,mastercard,6648,4/26/2025
995,Con Conan,Female,Kazakh,5048371253365751,mastercard,1579,6/29/2027
996,Natale Zanussii,Male,Belarusian,5108755817435729,mastercard,8795,4/22/2025
997,Tuesday Strick,Female,Hiri Motu,5108752623978190,mastercard,9973,12/21/2027
998,Milena Choudhury,Female,Sotho,5108752519900597,mastercard,7496,6/9/2024
999,Bud Pemble,Male,Malay,5048374153519709,mastercard,5237,2/5/2029
1000,Editha Forten,Female,Polish,5048378209271108,mastercard,6504,5/14/2030
